DTXSID,SMILES,Risk_Score_PPARg
DTXSID4032667,CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.045
DTXSID0032316,Cc1cc(O)cc(C)c1Cl,0.045
DTXSID5045708,CNC(=O)OCc1cccc(COC(=O)NC)n1,0.045
DTXSID8024234,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,0.045
DTXSID0022854,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,0.045
DTXSID10382147,OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID00892487,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID7022704,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,0.045
DTXSID5020869,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,0.045
DTXSID5021201,CCCOC(=O)c1cc(O)c(O)c(O)c1,0.045
DTXSID4036489,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,0.045
DTXSID5045461,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,0.045
DTXSID3057692,CC(=O)c1cc2ccccc2s1,0.045
DTXSID3057642,COc1ccc2cccc(CCNC(C)=O)c2c1,0.045
DTXSID2029905,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID60409510,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)Cl,0.045
DTXSID3045225,O=P([O-])(O)C(Cl)(Cl)P(=O)([O-])O.[Na+].[Na+],0.045
DTXSID20895233,OCC=CC(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID20895157,CCCCCC(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID20337446,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,0.045
DTXSID5020738,O=C(O)Cc1c[nH]c2ccccc12,0.045
DTXSID9021340,CC(N)=S,0.045
DTXSID2025977,SCCc1cnccn1,0.045
DTXSID2025840,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,0.045
DTXSID3041663,O=C(C=Cc1ccccc1)OCc1ccccc1,0.045
DTXSID0044818,CCCCCCC(CO)CCCC,0.045
DTXSID4036514,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,0.045
DTXSID5020603,S=C([S-])NCCNC(=S)[S-].[Na+].[Na+],0.045
DTXSID0025070,CC1=CC(C)(C)Nc2ccccc21,0.045
DTXSID00709107,O=C(OO)C(F)(F)C(F)(F)F,0.045
DTXSID50191038,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.045
DTXSID4020406,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.045
DTXSID4020402,Cc1ccc(N)cc1N,0.045
DTXSID0021834,O=[N+]([O-])c1ccc(O)cc1,0.045
DTXSID00882000,O=P([O-])([O-])OC(F)(F)C(F)(F)F.[NH4+].[NH4+],0.045
DTXSID1022978,CC[N+](C)(C)c1cccc(O)c1.[Cl-],0.045
DTXSID3023269,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,0.045
DTXSID90601520,CCO[Si](CCC(F)(F)C(F)(F)F)(OCC)OCC,0.045
DTXSID90607284,O=C(C(F)F)C(F)(C(F)(F)F)C(F)(F)F,0.045
DTXSID2034465,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,0.045
DTXSID5045883,CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1C(O)CO.Cl,0.045
DTXSID8025337,NC=O,0.045
DTXSID7023516,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0.045
DTXSID7023194,Nc1ccn([C@H]2CS[C@@H](CO)O2)c(=O)n1,0.045
DTXSID1045162,CCn1ccnc1CC1COc2ccccc2O1,0.045
DTXSID00696689,O=C(O)C(F)=C(F)C(F)(F)C(F)(F)F,0.045
DTXSID60378712,C=C(Cl)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID1025017,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0.045
DTXSID40382150,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[Na+],0.045
DTXSID40382054,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,0.045
DTXSID6049278,O=[N+]([O-])c1ccc(F)c(Cl)c1,0.045
DTXSID6048674,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,0.045
DTXSID2034968,NC(=S)NC(N)=S,0.045
DTXSID9046495,Cl.Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,0.045
DTXSID30544907,OCCC(F)(F)C(F)(F)C(F)=C(F)F,0.045
DTXSID7047568,Cc1nnc(-c2ccccc2)c(=O)n1N,0.045
DTXSID5046277,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,0.045
DTXSID5046275,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0.045
DTXSID1025560,COc1c2ccoc2cc2oc(=O)ccc12,0.045
DTXSID8029575,C=COCC1CCC(CO)CC1,0.045
DTXSID8029232,O=P([O-])([O-])CN(CP(=O)([O-])[O-])CP(=O)([O-])O.[Na+].[Na+].[Na+].[Na+].[Na+],0.045
DTXSID9041104,O=C(O)C1CCCN1,0.045
DTXSID90896297,FC=CC(F)(C(F)(F)F)C(F)(F)F,0.045
DTXSID10569815,O=C(F)C(F)(F)C(F)(F)I,0.045
DTXSID7026102,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,0.045
DTXSID9020378,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,0.045
DTXSID7025768,N#CCc1ccccc1[N+](=O)[O-],0.045
DTXSID60338331,FC1(F)COCOCC(F)(F)C(F)(F)C1(F)F,0.045
DTXSID60338290,COC(=O)C(F)(Br)C(F)(F)F,0.045
DTXSID60371849,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,0.045
DTXSID9020825,COc1cc2c(cc1N)oc1ccccc12,0.045
DTXSID9020794,S=C([S-])NCCNC(=S)[S-].[Mn+2],0.045
DTXSID70870515,O=C(OC(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.045
DTXSID70880235,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID8031497,CC(C)OS(C)(=O)=O,0.045
DTXSID0044361,NNC(=O)CCCCC(=O)NN,0.045
DTXSID9023679,Clc1ccc2nsnc2c1NC1=NCCN1,0.045
DTXSID1022681,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,0.045
DTXSID1022479,CCc1ccccc1O,0.045
DTXSID9057846,O=C(O)c1cn(C2CC2)c2cc(Cl)c(F)cc2c1=O,0.045
DTXSID3024289,c1cc2ccc3cccc4ccc(c1)c2c34,0.045
DTXSID10191317,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)F,0.045
DTXSID3024104,c1ccc2c(c1)-c1cccc3cccc-2c13,0.045
DTXSID8028008,Cc1cc(C(C)(C)C)c(O)c(C)c1Cn1c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c(=O)n(Cc2c(C)cc(C(C)(C)C)c(O)c2C)c1=O,0.045
DTXSID20372190,C=CCOCC(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID20371926,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.045
DTXSID7032474,CC1CCCCC1NC(=O)Nc1ccccc1,0.045
DTXSID7027625,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,0.045
DTXSID30463104,O=C(F)C(F)(I)C(F)(F)F,0.045
DTXSID3046295,OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1,0.045
DTXSID8032623,O=C(O)CCCc1c[nH]c2ccccc12,0.045
DTXSID8032544,CCCOC(=O)c1ccc(C(=O)OCCC)nc1,0.045
DTXSID6029331,CCCCCC1=CCCC1=O,0.045
DTXSID2074083,CC(F)(F)C(F)(F)Br,0.045
DTXSID2073229,FC1=C(F)C(F)(F)C1(F)F,0.045
DTXSID7029166,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[Na+],0.045
DTXSID70544764,O=S(=O)(OC(F)(F)C(F)(F)F)C(F)(F)F,0.045
DTXSID5025449,O=[N+]([O-])c1cccc(I)c1,0.045
DTXSID8047052,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,0.045
DTXSID5046516,FC(F)(F)COCC(F)(F)F,0.045
DTXSID40198753,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(N)=O,0.045
DTXSID80895431,N#CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID0034855,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0.045
DTXSID30503716,C=CCC(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID40631433,CCC(=O)C(C)C(F)(F)C(F)(F)F,0.045
DTXSID40627472,CCCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID7034383,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1.[Na+],0.045
DTXSID9046023,NS(=O)(=O)Cc1noc2ccccc12,0.045
DTXSID0048929,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,0.045
DTXSID60525027,COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID1046188,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,0.045
DTXSID80500730,FC(F)=C(F)C(F)(F)C(F)(F)Cl,0.045
DTXSID4044793,O=S(=O)([O-])CC(O)CCl.[Na+],0.045
DTXSID8049381,Br.CCN1C=CN(C)C1C,0.045
DTXSID8049256,N#Cc1cc2ccccc2c2ccccc12,0.045
DTXSID5047031,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,0.045
DTXSID90880979,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID40457993,FC(Cl)(Cl)C(F)(F)c1ccccc1,0.045
DTXSID0046646,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,0.045
DTXSID5037579,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,0.045
DTXSID30378880,O=S(=O)(OCC(F)F)C(F)(F)F,0.045
DTXSID30371513,C=C(Cl)C(F)(C(F)(F)F)C(F)(F)F,0.045
DTXSID60880466,CC(C)(C)c1c(F)c(F)c(C(C)(C)C)c(F)c1F,0.045
DTXSID0030588,CNCC(O)c1ccc(O)cc1,0.045
DTXSID3049382,C[CH2][Ge]([Cl])([CH2]C)[CH2]C,0.045
DTXSID1057826,COc1ccc(C(C)=CC(=O)O)c(OC)c1,0.045
DTXSID2046832,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.[Br-],0.045
DTXSID0025494,CCCCCCCCCCCCOCC1CO1,0.045
DTXSID4045133,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,0.045
DTXSID7035010,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[Na+],0.045
DTXSID60162799,O=C([O-])C(F)(F)F,0.045
DTXSID4048931,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@@H]1C.Cl,0.045
DTXSID2057609,CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.045
DTXSID60238701,OC(C(F)(F)F)(C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,0.045
DTXSID20575402,FC(Cl)(Cl)C(F)(F)OC(Cl)Cl,0.045
DTXSID40462643,O=C(F)C1(F)OC(F)(F)OC1(F)F,0.045
DTXSID4046238,CN(Cc1ccccc1)Cc1ccccc1,0.045
DTXSID30818332,FC(F)(F)C1C(F)(F)OC(F)(F)C1(F)F,0.045
DTXSID30813327,FC(F)(F)C(F)(F)Nc1ccccc1,0.045
DTXSID2044509,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl,0.045
DTXSID6024123,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0.045
DTXSID0045412,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,0.045
DTXSID90881906,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,0.045
DTXSID70752206,FC(F)(F)C1(F)CC(F)(F)C1(F)F,0.045
DTXSID7075187,O=S(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.045
DTXSID0045250,CCC1(C)CC(=O)NC(=O)C1,0.045
DTXSID8041329,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0.045
DTXSID80435856,O=NC(F)(F)C(F)(F)F,0.045
DTXSID8042349,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,0.045
DTXSID30952942,FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C(F)(C1(F)F)C23F,0.045
DTXSID9045683,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1.Cl,0.045
DTXSID2021993,c1ccc2c(c1)oc1ccccc12,0.045
DTXSID60853958,C=CC1CC(F)(C(F)(F)F)C1(F)F,0.045
DTXSID2024799,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0.045
DTXSID0050425,CC(=O)N[C@@H]([C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](O)CC(=O)C(=O)O,0.045
DTXSID00501188,FC(F)(F)C(F)(F)C1(F)OC1(F)C(F)(F)F,0.045
DTXSID3025839,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0.045
DTXSID20541223,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C](F)(F)[Cd][C](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID20539241,FC1(F)C2C=CC(C2)C1(F)F,0.045
DTXSID0037576,CON(C)C(=O)Nc1ccc(Cl)cc1,0.045
DTXSID00831230,OCC1(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.045
DTXSID00213537,FC(F)C(F)(F)C(F)(F)Br,0.045
DTXSID9044663,CC(=O)Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccccc3)c(O)c12.[Na+].[Na+],0.045
DTXSID1062122,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID1027479,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0.045
DTXSID2049210,O=CC=C(c1ccccc1)c1ccccc1,0.045
DTXSID2049135,CCC1(c2cnc[nH]2)Cc2ccccc2C1,0.045
DTXSID10895222,CCCC(=O)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID30896630,O=S(=O)([O-])CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+],0.045
DTXSID0046195,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC,0.045
DTXSID0046193,Cc1ccc2c(c1)C1CN(C)CCC1N2,0.045
DTXSID3034957,CCOP(=O)(OCC)OP(=O)(OCC)OCC,0.045
DTXSID3034612,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,0.045
DTXSID1046477,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],0.045
DTXSID10508825,FC1(F)c2ccccc2C(F)(F)C1(F)F,0.045
DTXSID7042352,CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,0.045
DTXSID7042273,CC(C)c1ccc(O)c(C(C)C)c1,0.045
DTXSID80438564,CCOC(=O)C#CC(F)(F)C(F)(F)F,0.045
DTXSID4048777,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1.[Cl-],0.045
DTXSID30896296,FC=CC(F)(C(F)(F)F)C(F)(F)F,0.045
DTXSID2048741,CCN(CC)N(O)N=O.CCNCC,0.045
DTXSID1029201,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[K+],0.045
DTXSID5034698,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1C,0.045
DTXSID9049376,Cn1cnc2ncnc(N)c21,0.045
DTXSID9025297,C=CC(=O)OCC(CC)CCCC,0.045
DTXSID4025454,CC(C)CCOC(=O)C=Cc1ccccc1,0.045
DTXSID5035957,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,0.045
DTXSID5035616,O=[N+]([O-])c1ccccc1[O-].[Na+],0.045
DTXSID9044900,OCC1CC2CC1C1CCC(CO)C21,0.045
DTXSID9045188,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,0.045
DTXSID7046542,O=C(OCc1ccccc1)c1cccnc1,0.045
DTXSID9044794,CC1(CO)CN(c2ccccc2)NC1=O,0.045
DTXSID80896488,COC(=O)C(F)(OC(F)(F)C(F)(F)F)C(F)(F)F,0.045
DTXSID10611828,CO[Si](CCC(F)(F)C(F)(F)F)(OC)OC,0.045
DTXSID8044961,CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,0.045
DTXSID7045158,Nc1c2c(nc3ccccc13)CCCC2O.O=C(O)/C=C\C(=O)O,0.045
DTXSID90895265,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID90895225,CCC(C)(O)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID60591585,COCC(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID0028030,CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,0.045
DTXSID9025536,S=c1[nH]c2ccccc2[nH]1,0.045
DTXSID1021166,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0.045
DTXSID3029289,CCC12COCN1COC2,0.045
DTXSID6057821,CCO[C@H]1O[C@@H]2OC3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.045
DTXSID20220182,O=C1C(F)(F)C(F)(F)C1(F)F,0.045
DTXSID8047848,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O,0.045
DTXSID50505595,CCCNC(=O)C(F)(F)C(F)(F)F,0.045
DTXSID9045500,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0.045
DTXSID6020357,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,0.045
DTXSID2044896,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,0.045
DTXSID3047556,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,0.045
DTXSID6062599,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID60763548,FN(F)SC(F)(F)C(F)(F)F,0.045
DTXSID70551776,Nc1cc2c(cc1N)OC(F)(F)C(F)(F)O2,0.045
DTXSID9048726,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,0.045
DTXSID9048932,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1.Cl,0.045
DTXSID8046246,CCCC(C)(COC(N)=O)COC(=O)NC1CC1,0.045
DTXSID30895229,CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID3048863,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0.045
DTXSID7046388,Nc1nc(N)c(-c2ccccc2)s1,0.045
DTXSID40522413,COC(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.045
DTXSID3048788,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1,0.045
DTXSID1029679,[Cl][Sn]([Cl])([Cl])[Cl],0.045
DTXSID50525031,COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID10599394,CNCC(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID7045281,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0.045
DTXSID30433024,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID10455502,FC(F)C(F)(F)C(F)(F)C(F)(F)CCl,0.045
DTXSID3020700,Cl.N[C@@H](Cc1cnc[nH]1)C(=O)O,0.045
DTXSID3020621,CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,0.045
DTXSID4021973,Nc1ccc([N+](=O)[O-])cc1Cl,0.045
DTXSID9048930,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@H]1C.Cl,0.045
DTXSID6046420,CCCCNC(=N)NC(=N)N,0.045
DTXSID40588675,O=C(CC(=O)C(F)(F)C(F)(F)F)c1cccs1,0.045
DTXSID3041619,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,0.045
DTXSID50441560,COC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.045
DTXSID6046505,Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.045
DTXSID8020886,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,0.045
DTXSID4024488,Cc1ccc(O)c(N)c1,0.045
DTXSID80628928,O=C(C1CCCN1)C(F)(F)C(F)(F)F,0.045
DTXSID90895588,O=C(OCC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.045
DTXSID50897563,C[C@@H](O)C(F)(F)C(F)(F)C(F)(F)F,0.04458333333333333
DTXSID50895185,C[C@H](O)C(F)(F)C(F)(F)C(F)(F)F,0.04458333333333333
DTXSID30880135,CC(O)C(F)(F)C(F)(F)C(F)(F)F,0.04458333333333333
DTXSID7048794,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,0.04333333333333334
DTXSID3022586,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0.04333333333333333
DTXSID7027047,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,0.04333333333333333
DTXSID00883370,CCOC(O)C(F)(F)C(F)(F)C(F)(F)F,0.04333333333333333
DTXSID2042301,FC(F)(Cl)C(F)(F)C(F)(Cl)Cl,0.0425
DTXSID00234762,CCOCCOC(F)(F)C(F)F,0.0425
DTXSID7049213,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,0.0425
DTXSID3041372,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,0.0425
DTXSID10873888,FC(F)(Cl)C(F)(F)C(F)(Cl)Cl,0.0425
DTXSID4046109,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,0.04166666666666667
DTXSID6048886,COc1ccc(OC)c(CC(C)N)c1.Cl,0.04166666666666666
DTXSID5032577,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F,0.04166666666666666
DTXSID1048887,COc1ccc(OC)c(C[C@H](C)N)c1.Cl,0.04166666666666666
DTXSID3045857,C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.04083333333333333
DTXSID5073905,FC(F)(F)C(F)(F)CCl,0.04083333333333333
DTXSID8046248,CC(C)CCCC(C)NC(C)C,0.04
DTXSID8046539,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],0.04
DTXSID3022326,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.04
DTXSID90233047,FC(F)=C(F)OC(F)(F)C(F)(F)C(F)F,0.04
DTXSID0046199,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,0.04
DTXSID5048845,CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,0.04
DTXSID7044502,OCCOc1cccc(OCCO)c1,0.04
DTXSID6047608,CC(C)C(=O)OCC=Cc1ccccc1,0.04
DTXSID8020464,CCOC(=O)/C=C\C(=O)OCC,0.04
DTXSID1045873,C[C@@H]1O[C@@H]1P(=O)([O-])[O-].[Ca+2],0.04
DTXSID8057803,CCc1ccc(C2CCNCC2)cc1,0.04
DTXSID6022187,Cc1ccc(C)c(O)c1C,0.04
DTXSID10525032,COC(=O)CC(O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.04
DTXSID80177249,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)F.[NH4+],0.04
DTXSID6021375,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0.04
DTXSID80449670,CC(C(F)(F)F)C(F)(F)C(F)(F)F,0.04
DTXSID00380031,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.04
DTXSID00380278,C=C(Cl)C(F)(Cl)C(F)(F)Cl,0.04
DTXSID00611211,FC(F)(CC1CO1)C(F)(F)CC1CO1,0.04
DTXSID70567271,O=C(C(F)(F)Cl)C(F)(Cl)C(F)(F)F,0.04
DTXSID7049261,Cc1cccc(O)c1N,0.04
DTXSID0020076,Nc1nc[nH]n1,0.04
DTXSID7025005,Oc1ccc(Cl)c(Cl)c1,0.04
DTXSID6040666,Cc1c(O)c(=O)ccn1C,0.04
DTXSID7023221,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.04
DTXSID1024598,O=C(OCc1ccccc1)c1ccccc1O,0.04
DTXSID40382074,O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F.[K+],0.04
DTXSID7025053,CCCCC(CC)CNCC(CC)CCCC,0.04
