DTXSID,CASRN,Chemical Name,Global_Risk_Index,Risk_Category,Hazard_Composite,Exposure_Score,Persistence_Score,LogP,TPSA
DTXSID1027471,2425-54-9,1-Chlorotetradecane,3.521287790770144,Moderate Concern,2.1410962465597243,3.0,5.482063680272956,5.926300000000006,0.0
DTXSID7047196,23747-48-0,"6,7-Dihydro-5-methyl-5H-cyclopentapyrazine",3.521007588308868,Moderate Concern,2.2410962465597244,3.0,5.237031644243924,1.5263,25.78
DTXSID5033701,111-18-2,"N,N,N',N'-Tetramethylhexanediamine",3.5207224568604003,Moderate Concern,2.2160962465597245,3.0,5.295682234508815,1.67,6.48
DTXSID6025064,367-25-9,"2,4-Difluoroaniline",3.5206549604460067,Moderate Concern,2.2160962465597245,3.0,5.295580710015766,1.547,26.02
DTXSID9035206,2179-57-9,Diallyl disulfide,3.5205482757968527,Moderate Concern,2.191096246559724,3.0,5.355839999154947,2.7398000000000016,0.0
DTXSID1020984,613-50-3,6-Nitroquinoline,3.520463717465863,Moderate Concern,2.2660962465597243,3.0,5.178455714771541,2.143,56.03
DTXSID8045357,1508-76-5,Procyclidine hydrochloride,3.5204601226043915,Moderate Concern,2.191096246559724,3.0,5.3557058909543915,4.362200000000004,23.47
DTXSID4046288,10001-13-5,Pexantel,3.5201786279006866,Moderate Concern,2.2410962465597244,3.0,5.235798675617589,1.3406999999999998,23.55
DTXSID1024170,24307-26-4,"1,1-Dimethylpiperidinium chloride",3.5201659486387484,Moderate Concern,2.2660962465597243,3.0,5.178017709210852,-1.749299999999997,0.0
DTXSID9025661,98-83-9,alpha-Methylstyrene,3.520024909579823,Moderate Concern,2.191096246559724,3.0,5.355043797682964,2.7197000000000005,0.0
DTXSID10517598,24015-83-6,7:2 sFluorotelomer alcohol,3.5195582208733094,Moderate Concern,1.209985655770296,5.0,5.817520569915687,4.741300000000002,20.23
DTXSID1023314,54-36-4,Metyrapone,3.519099318473008,Moderate Concern,2.2410962465597244,3.0,5.23419334603936,2.637100000000001,42.85
DTXSID1025013,2213-63-0,"2,3-Dichloroquinoxaline",3.5188703981360767,Moderate Concern,2.2160962465597245,3.0,5.292896466927347,2.9366000000000003,25.78
DTXSID9021635,78-84-2,2-Methylpropanal,3.51883302419447,Moderate Concern,2.2410962465597244,3.0,5.233797268630149,0.8412999999999999,17.07
DTXSID4028967,69045-78-9,2-Chloro-5-trichloromethylpyridine,3.5186995552165348,Moderate Concern,2.191096246559724,3.0,5.353027524831162,3.5617,12.89
DTXSID3041405,3011-89-0,2-Chloro-4-nitrobenzamide,3.518655838998734,Moderate Concern,2.316096246559724,3.0,5.064061052766789,1.3471,86.23
DTXSID5047162,4312-99-6,1-Octen-3-one,3.518568823605473,Moderate Concern,2.2160962465597245,3.0,5.292442854663482,2.3218000000000005,17.07
DTXSID9026924,112-69-6,"N,N-Dimethyl-1-hexadecanamine",3.5181979455135073,Moderate Concern,2.1410962465597243,3.0,5.4772533013816105,6.029300000000006,3.24
DTXSID6047159,55066-56-3,p-Tolyl isovalerate,3.5181830277335933,Moderate Concern,2.2160962465597245,3.0,5.291862561166936,2.9465200000000014,26.3
DTXSID2044391,88-69-7,2-Isopropylphenol,3.517907922798974,Moderate Concern,2.2160962465597245,3.0,5.291448763052276,2.5156000000000014,20.23
DTXSID6041347,1713-15-1,"2,4-D-isobutyl",3.517801445495371,Moderate Concern,2.2160962465597245,3.0,5.291288605592556,3.5714000000000024,35.53
DTXSID0047408,2270-60-2,"Methyl 3,7-dimethyloct-6-enoate",3.5178006404792876,Moderate Concern,2.2160962465597245,3.0,5.29128739473046,2.9320000000000013,26.3
DTXSID0047587,35854-86-5,(6Z)-Non-6-en-1-ol,3.517636670132352,Moderate Concern,2.2160962465597245,3.0,5.291040759312903,2.5053000000000005,20.23
DTXSID5023033,33125-97-2,Etomidate,3.517608604515298,Moderate Concern,2.2410962465597244,3.0,5.231976106805066,2.669100000000001,44.12
DTXSID4043850,5050-41-9,1-(2-Chloroethyl)pyrrolidine,3.5174420738955683,Moderate Concern,2.2160962465597245,3.0,5.29074805807142,1.321,3.24
DTXSID8048941,230615-23-3,Varenicline dihydrochloride,3.517440786731092,Moderate Concern,2.2410962465597244,3.0,5.231726500115983,2.2257,37.81
DTXSID0048210,93-99-2,Phenyl benzoate,3.5171106579680718,Moderate Concern,2.2160962465597245,3.0,5.290249559975935,2.905800000000001,26.3
DTXSID3029281,6742-54-7,1-Phenylundecane,3.5170539191462793,Moderate Concern,2.1410962465597243,3.0,5.475472241221321,5.759900000000005,0.0
DTXSID6046557,38609-97-1,Cridanimod,3.516957093475822,Moderate Concern,2.2660962465597243,3.0,5.173297616720228,2.2393,59.3
DTXSID5045960,72-48-0,Alizarin,3.5169334119097515,Moderate Concern,2.291096246559724,3.0,5.11681313722012,1.8732000000000006,74.60000000000001
DTXSID8024658,100-39-0,alpha-Bromotoluene,3.516426441361239,Moderate Concern,2.191096246559724,3.0,5.3495694174129165,2.5815,0.0
DTXSID3026984,121-86-8,2-Chloro-1-methyl-4-nitrobenzene,3.5164209471562016,Moderate Concern,2.2410962465597244,3.0,5.23020962405372,2.5566200000000006,43.14
DTXSID8034087,60-19-5,Tyramine hydrochloride,3.5164153782577943,Moderate Concern,2.2660962465597243,3.0,5.172500776164065,1.3152000000000001,46.25
DTXSID6049012,1927-06-6,Choline bromide,3.5162797959568324,Moderate Concern,2.316096246559724,3.0,5.060641443808496,-3.3110999999999975,20.23
DTXSID1022421,73-31-4,Melatonin,3.5162736986511205,Moderate Concern,2.2660962465597243,3.0,5.172292371355003,1.8550999999999997,54.12
DTXSID4025329,462-06-6,Fluorobenzene,3.5159367730221645,Moderate Concern,2.191096246559724,3.0,5.348824480808931,1.8256999999999999,0.0
DTXSID2050403,611-14-3,1-Ethyl-2-methylbenzene,3.515799443425613,Moderate Concern,2.191096246559724,3.0,5.348615560127078,2.5574200000000005,0.0
DTXSID1027267,629-59-4,Tetradecane,3.515718112293798,Moderate Concern,2.1410962465597243,3.0,5.473392610510919,5.707400000000006,0.0
DTXSID7037551,101-42-8,Fenuron,3.515664711775134,Moderate Concern,2.2410962465597244,3.0,5.229084824256555,1.7801,32.34
DTXSID2027175,529-34-0,"1,2,3,4-Tetrahydronaphthalen-1-one",3.515508672162602,Moderate Concern,2.2160962465597245,3.0,5.287839938691125,2.2056000000000004,17.07
DTXSID0021339,52-24-4,Thiotepa,3.5154597020933167,Moderate Concern,2.2410962465597244,3.0,5.228779899554143,0.15770000000000017,9.03
DTXSID4044662,3698-94-0,Ethyl octyl sulfide,3.515392425011524,Moderate Concern,2.166096246559724,3.0,5.409720259960444,4.100000000000004,0.0
DTXSID6049355,765-09-3,1-Bromotridecane,3.5153339087990836,Moderate Concern,2.1410962465597243,3.0,5.472794469106594,5.692300000000006,0.0
DTXSID8040698,126-71-6,Triisobutyl phosphate,3.515208232291811,Moderate Concern,2.2160962465597245,3.0,5.287388033121805,4.112300000000004,44.760000000000005
DTXSID5026461,78-82-0,2-Methylpropanenitrile,3.5150826706195724,Moderate Concern,2.2410962465597244,3.0,5.228219115258923,1.16598,23.79
DTXSID3021437,100-40-3,4-Vinylcyclohexene,3.5150516286120266,Moderate Concern,2.191096246559724,3.0,5.347477903098454,2.5287000000000006,0.0
DTXSID0044365,1118-12-3,"(1,1-Dimethylethyl)urea",3.5150110882616845,Moderate Concern,2.291096246559724,3.0,5.114016333941699,0.4532000000000002,55.12
DTXSID5044574,68039-49-6,"2,4-Dimethyl-3-cyclohexene-1-carboxaldehyde",3.514773919793788,Moderate Concern,2.2160962465597245,3.0,5.286734763513596,2.1776999999999997,17.07
DTXSID5026548,90-72-2,"2,4,6-Tris(dimethylaminomethyl)phenol",3.5146648606063082,Moderate Concern,2.2410962465597244,3.0,5.227597678296386,1.577,29.950000000000003
DTXSID9023049,437-38-7,Fentanyl,3.5144442319860913,Moderate Concern,2.191096246559724,3.0,5.346553865451563,4.136700000000004,23.550000000000004
DTXSID4022949,58-73-1,Diphenhydramine,3.5140541913994334,Moderate Concern,2.191096246559724,3.0,5.3459604933936715,3.3542000000000023,12.47
DTXSID5047617,1076-56-8,2-Isopropyl-5-methylanisole,3.513982778566766,Moderate Concern,2.191096246559724,3.0,5.34585185244468,3.1270200000000017,9.23
DTXSID5021209,51-52-5,6-Propyl-2-thiouracil,3.5138177717637213,Moderate Concern,2.2660962465597243,3.0,5.168679805043919,1.38499,48.65
DTXSID9020459,685-91-6,Diethylacetamide,3.513745259459548,Moderate Concern,2.2410962465597244,3.0,5.226229893597013,0.8747,20.310000000000002
DTXSID7027756,13826-35-2,3-Phenoxybenzenemethanol,3.513068316152412,Moderate Concern,2.2160962465597245,3.0,5.284169285827291,2.9712000000000005,29.46
DTXSID7044849,16691-43-3,"3-Amino-1,2,4-triazole-5-thiol",3.5129505414096256,Moderate Concern,2.316096246559724,3.0,5.055849969717625,0.04948999999999998,70.49
DTXSID7022049,527-60-6,"2,4,6-Trimethylphenol",3.512689864219884,Moderate Concern,2.2160962465597245,3.0,5.283600038691152,2.3174600000000005,20.23
DTXSID3047184,697-82-5,"2,3,5-Trimethylphenol",3.512689864219884,Moderate Concern,2.2160962465597245,3.0,5.283600038691152,2.3174600000000005,20.23
DTXSID6025278,2941-64-2,S-Ethyl chlorothioformic acid,3.512682904091862,Moderate Concern,2.2160962465597245,3.0,5.283589569639199,2.0983,17.07
DTXSID0023870,504-24-5,4-Aminopyridine,3.5125657580716747,Moderate Concern,2.2660962465597243,3.0,5.1668381449732905,0.6638000000000001,38.91
DTXSID7040289,4684-94-0,6-Chloro-2-picolinic acid,3.5122432904582945,Moderate Concern,2.2660962465597243,3.0,5.166363808525211,1.4332,50.19
DTXSID4024773,98-15-7,3-Chlorobenzotrifluoride,3.5122165814919137,Moderate Concern,2.1410962465597243,3.0,5.467941305200209,3.3588000000000005,0.0
DTXSID3049255,2473-01-0,1-Chlorononane,3.512195389067049,Moderate Concern,2.166096246559724,3.0,5.404800447879836,3.975800000000003,0.0
DTXSID6044985,764-99-8,{2-[2-(Ethenyloxy)ethoxy]ethoxy}ethene,3.5120749225254597,Moderate Concern,2.2410962465597244,3.0,5.223745489016513,1.3232,27.69
DTXSID8023426,70-70-2,Paroxypropione,3.51196859749206,Moderate Concern,2.2410962465597244,3.0,5.223587344635814,1.9848999999999997,37.3
DTXSID0048890,60676-84-8,"5-Methoxy-3,4-methylenedioxyamphetamine hydrochloride",3.511960976787914,Moderate Concern,2.3410962465597245,3.0,5.0004507958594075,-2.399199999999997,55.33000000000001
DTXSID0047034,67674-36-6,"(2E,6Z)-1,1-diethoxynona-2,6-diene",3.5119442689233855,Moderate Concern,2.191096246559724,3.0,5.342750650406992,3.688100000000003,18.46
DTXSID6044698,5943-30-6,Dibutan-2-yl disulfide,3.5119122377354124,Moderate Concern,2.166096246559724,3.0,5.40436471573099,3.964800000000003,0.0
DTXSID6025018,101-83-7,Dicyclohexylamine,3.5119107111954984,Moderate Concern,2.191096246559724,3.0,5.342699598750483,3.2414000000000023,12.03
DTXSID5020815,57-39-6,Metepa,3.5119082193194933,Moderate Concern,2.2410962465597244,3.0,5.223497540114687,1.2067999999999999,26.099999999999994
DTXSID9044401,1670-14-0,"Benzenecarboximidamide, monohydrochloride",3.51174339086912,Moderate Concern,2.2660962465597243,3.0,5.165628477020008,1.39247,49.870000000000005
DTXSID3047267,NOCAS_47267,CP-642931,3.5116850814049805,Moderate Concern,2.316096246559724,3.0,5.054028715518128,1.4353399999999998,91.16000000000001
DTXSID1021403,512-56-1,Trimethyl phosphate,3.5116142310269476,Moderate Concern,2.2660962465597243,3.0,5.16543848826384,1.0337,44.760000000000005
DTXSID1048207,838-85-7,Diphenyl phosphate,3.5114668752085954,Moderate Concern,2.2410962465597244,3.0,5.222841099304264,3.2448000000000015,55.760000000000005
DTXSID2051687,134-85-0,4-Chlorobenzophenone,3.5114023220120947,Moderate Concern,2.191096246559724,3.0,5.341926181966986,3.5710000000000024,17.07
DTXSID0047745,367-12-4,2-Fluorophenol,3.5113950718699996,Moderate Concern,2.2160962465597245,3.0,5.2816524813563515,1.5312999999999999,20.23
DTXSID5020445,94-11-1,"2,4-D isopropyl ester",3.5112808474122836,Moderate Concern,2.2160962465597245,3.0,5.281480671042166,3.323800000000002,35.53
DTXSID40879833,52299-26-0,Perfluorodecylphosphonic acid,3.511274009566268,Moderate Concern,1.1790510415956315,5.0,5.956101789816319,6.401600000000004,57.53
DTXSID0047876,80226-00-2,(-)-Enterodiol,3.5111888580847372,Moderate Concern,2.291096246559724,3.0,5.108455342221852,2.0999999999999996,80.92
DTXSID7022835,3485-62-9,Clidinium bromide,3.510936267624781,Moderate Concern,2.291096246559724,3.0,5.10808784644287,-0.291499999999999,46.53
DTXSID3046114,58338-59-3,Dianiline,3.5108637854835094,Moderate Concern,2.291096246559724,3.0,5.107982391624926,2.1033,81.14
DTXSID6045115,1847-24-1,Floxacillin sodium salt,3.510828510470349,Moderate Concern,2.3910962465597243,3.0,4.894308089189467,-1.6428799999999988,115.57
DTXSID5044869,2057-49-0,4-(3-Phenylpropyl)pyridine,3.510763136164262,Moderate Concern,2.191096246559724,3.0,5.340953783106771,3.2569000000000017,12.89
DTXSID7047803,859-18-7,Lincomycin hydrochloride,3.510582208589762,Moderate Concern,2.3910962465597243,3.0,4.8939647294147175,-0.4351999999999991,122.49000000000001
DTXSID0027567,4300-97-4,3-Chloropivaloyl chloride,3.5105365844481966,Moderate Concern,2.2160962465597245,3.0,5.280361190536385,2.0168,17.07
DTXSID4032613,122-14-5,Fenitrothion,3.5105297949992575,Moderate Concern,2.2660962465597243,3.0,5.163843327968044,2.7993200000000007,70.83
DTXSID0051499,100-43-6,4-Vinylpyridine,3.510466846715615,Moderate Concern,2.2160962465597245,3.0,5.280256294772509,1.7246000000000001,12.89
DTXSID9046653,17097-76-6,Calcium hopantenate,3.51035772194619,Moderate Concern,2.6160962465597244,3.0,4.472768317249358,-4.3565999999999905,219.37999999999997
DTXSID4041783,1918-13-4,Chlorthiamid,3.5102949955116225,Moderate Concern,2.2160962465597245,3.0,5.279997805391675,2.627600000000001,26.02
DTXSID0023377,24526-64-5,Nomifensine,3.5101386335255547,Moderate Concern,2.2160962465597245,3.0,5.279762614063214,2.8461000000000016,29.259999999999998
DTXSID20896028,188492-56-0,"3,3,4,4,5,5,6,6,6-Nonafluorohexyl 4-methylbenzene-1-sulfonate",3.510124691935821,Moderate Concern,0.9000000518169011,7.0,5.571626174353554,4.558620000000002,43.370000000000005
DTXSID7043908,1205-17-0,"3-(3,4-Methylenedioxyphenyl)-2-methylpropanal",3.5101179004512337,Moderate Concern,2.2410962465597244,3.0,5.220834678325495,1.7928,35.53
DTXSID5047039,39711-79-0,N-Ethyl-2-(isopropyl)-5-methylcyclohexanecarboxamide,3.510030220078723,Moderate Concern,2.2160962465597245,3.0,5.279599544360503,2.8309000000000015,29.1
DTXSID4027367,1120-36-1,1-Tetradecene,3.51001866972321,Moderate Concern,2.1410962465597243,3.0,5.464519519479871,5.483400000000005,0.0
DTXSID1057795,6506-37-2,Nimorazole,3.5093822168279347,Moderate Concern,2.316096246559724,3.0,5.050714425247065,0.12349999999999994,73.43
DTXSID50791158,675589-36-3,"4-{3-[(2,2,3,3,3-Pentafluoropropyl)amino]propyl}benzene-1,2-diol",3.509357201264206,Moderate Concern,1.309251405262887,5.0,5.360860698193492,2.817600000000001,52.489999999999995
DTXSID8020678,517-28-2,Hematoxylin,3.5093553707676555,Moderate Concern,2.3410962465597245,3.0,4.996740844415239,1.3204999999999993,110.38000000000001
DTXSID8020410,262-12-4,Dibenzo-p-dioxin,3.509249323477486,Moderate Concern,2.191096246559724,3.0,5.338650807006486,3.584600000000002,18.46
DTXSID6046424,1223-36-5,Clofexamide,3.50920186655269,Moderate Concern,2.2410962465597244,3.0,5.219472199434565,2.1768,41.57000000000001
DTXSID4026050,103-30-0,trans-Stilbene,3.5091373546853766,Moderate Concern,2.166096246559724,3.0,5.400094540672298,3.857000000000003,0.0
DTXSID5026049,645-49-8,cis-Stilbene,3.5091373546853766,Moderate Concern,2.166096246559724,3.0,5.400094540672298,3.857000000000003,0.0
DTXSID1020300,124-48-1,Chlorodibromomethane,3.5090602571424467,Moderate Concern,2.191096246559724,3.0,5.338363178784865,2.2986000000000004,0.0
DTXSID0052596,874-90-8,4-Anisonitrile,3.508731681059031,Moderate Concern,2.2410962465597244,3.0,5.218772860893765,1.5668799999999998,33.019999999999996
DTXSID9048693,7413-36-7,Nifenalol,3.5086996712335177,Moderate Concern,2.291096246559724,3.0,5.104833805363013,1.6261999999999999,75.39999999999999
DTXSID8047135,137-06-4,2-Methylbenzenethiol,3.508672809913123,Moderate Concern,2.191096246559724,3.0,5.337773752023517,2.283720000000001,0.0
DTXSID2026232,1421-63-2,"2',4',5'-Trihydroxybutyrophenone",3.508604948273745,Moderate Concern,2.291096246559724,3.0,5.1046959922092805,1.7862000000000005,77.76
DTXSID5020310,80-33-1,Chlorfenson,3.5084950291238806,Moderate Concern,2.2160962465597245,3.0,5.277290392314082,3.7611000000000017,43.370000000000005
DTXSID4025242,2404-44-6,"1,2-Epoxydecane",3.5082592450603785,Moderate Concern,2.191096246559724,3.0,5.337144592299787,3.1358000000000015,12.53
DTXSID6044777,106797-53-9,2-Hydroxy-1-[4-(2-hydroxyethoxy)phenyl]-2-methylpropan-1-one,3.508253147782922,Moderate Concern,2.291096246559724,3.0,5.104184155002745,1.0112999999999999,66.76
DTXSID1025726,88-74-4,2-Nitroaniline,3.5082381757651815,Moderate Concern,2.291096246559724,3.0,5.1041623721004,1.177,69.16
DTXSID4025741,610-14-0,2-Nitrobenzoyl chloride,3.5081098078329647,Moderate Concern,2.2660962465597243,3.0,5.1602836274919985,1.9738000000000002,60.209999999999994
DTXSID3020752,26675-46-7,Isoflurane,3.507855971505247,Moderate Concern,2.1410962465597243,3.0,5.461152555443827,2.3528000000000002,9.23
DTXSID5022271,17754-90-4,4-(Diethylamino)salicylaldehyde,3.5077490457519147,Moderate Concern,2.2410962465597244,3.0,5.217311321243805,2.0508999999999995,40.540000000000006
DTXSID30505795,78499-30-6,"2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoroheptyl sulfurofluoridoite",3.5076954106200366,Moderate Concern,1.2280067612686896,5.0,5.712827520584877,3.992800000000001,26.3
DTXSID3025338,103-70-8,Formanilide,3.5076547111471656,Moderate Concern,2.2410962465597244,3.0,5.217171011034916,1.2549,29.1
DTXSID5023825,1303-11-3,Indium arsenide,3.507635538977304,Moderate Concern,2.2410962465597244,3.0,5.21714249497588,-0.7616,0.0
DTXSID8025046,112-73-2,Diethylene glycol dibutyl ether,3.507480229591722,Moderate Concern,2.2160962465597245,3.0,5.275763985186032,2.636400000000001,27.69
DTXSID7025134,81-20-9,"1,3-Dimethyl-2-nitrobenzene",3.507233336145853,Moderate Concern,2.2410962465597244,3.0,5.216544271625636,2.21164,43.14
DTXSID3023342,42200-33-9,Nadolol,3.507210960278941,Moderate Concern,2.316096246559724,3.0,5.047589545682699,0.6347999999999998,81.95
DTXSID5051529,104-72-3,Decylbenzene,3.5071282381338404,Moderate Concern,2.1410962465597243,3.0,5.460019594742697,5.369800000000005,0.0
DTXSID7044712,6770-38-3,"1,4-Bis(methoxymethyl)benzene",3.5070159248734463,Moderate Concern,2.2160962465597245,3.0,5.27506560288578,1.9794,18.46
DTXSID9046495,130636-43-0,Nifekalant hydrochloride,3.506994823968884,Moderate Concern,2.3660962465597244,3.0,4.940620130546271,0.7529999999999999,122.64000000000001
DTXSID7048908,509-60-4,Dihydromorphine,3.5068331226686262,Moderate Concern,2.2660962465597243,3.0,5.158405676711698,1.4221,52.93000000000001
DTXSID6027345,960-71-4,Triphenylborane,3.5065658052224733,Moderate Concern,2.191096246559724,3.0,5.33456834788855,2.2028,0.0
DTXSID00896046,169213-95-0,3-(Heptadecafluorooctyl)oxan-2-ol,3.5065430121007437,Moderate Concern,1.1906416288487276,5.0,5.890173713296655,5.740800000000003,29.46
DTXSID3046536,34592-47-7,L-Thioproline,3.506336129801638,Moderate Concern,2.291096246559724,3.0,5.101395070979231,-0.2664999999999999,49.33
DTXSID1024467,136-95-8,2-Aminobenzothiazole,3.5061647273448906,Moderate Concern,2.2410962465597244,3.0,5.21495485780996,1.8784999999999998,38.91
DTXSID3057775,5588-21-6,Cintriamide,3.506105833552259,Moderate Concern,2.291096246559724,3.0,5.101060011216574,1.2109,70.78
DTXSID5044994,84-51-5,2-Ethylanthraquinone,3.5059318081405735,Moderate Concern,2.2160962465597245,3.0,5.273434932535374,3.024400000000001,34.14
DTXSID8020591,77-83-8,Ethyl methylphenylglycidate,3.5059181565468265,Moderate Concern,2.2410962465597244,3.0,5.214588116461178,1.8637,38.83
DTXSID7027174,529-33-9,"1,2,3,4-Tetrahydronaphthalen-1-ol",3.5058121606844272,Moderate Concern,2.2160962465597245,3.0,5.2732549652372755,2.0563000000000002,20.23
DTXSID1021871,106-48-9,4-Chlorophenol,3.505530373933664,Moderate Concern,2.2160962465597245,3.0,5.272831116692489,2.0456,20.23
DTXSID4024800,108-43-0,3-Chlorophenol,3.505530373933664,Moderate Concern,2.2160962465597245,3.0,5.272831116692489,2.0456,20.23
DTXSID3052567,821-48-7,Bis(2-chloroethyl)amine hydrochloride,3.5054729767049806,Moderate Concern,2.2160962465597245,3.0,5.272744782853917,1.4753999999999998,12.03
DTXSID2044395,143-15-7,1-Bromododecane,3.5054082277866447,Moderate Concern,2.1410962465597243,3.0,5.45734182262797,5.302200000000005,0.0
DTXSID3057777,56326-98-8,1-(4-Fluorophenyl)-4-oxocyclohexanecarbonitrile,3.505333325649506,Moderate Concern,2.2160962465597245,3.0,5.272534727212619,2.7301800000000007,40.86
DTXSID0047610,104-53-0,3-Phenylpropanal,3.5053037781513083,Moderate Concern,2.2160962465597245,3.0,5.272490283447683,1.8181,17.07
DTXSID4044450,621-76-1,Tripropyl orthoformate,3.505199600375262,Moderate Concern,2.2160962465597245,3.0,5.2723335848142066,2.5498000000000003,27.69
DTXSID4046232,4015-32-1,Quazodine,3.505144355123991,Moderate Concern,2.2410962465597244,3.0,5.213437189507426,2.2093999999999996,44.24000000000001
DTXSID9022657,63-12-7,Benzquinamide,3.5050965858396443,Moderate Concern,2.2660962465597243,3.0,5.155851303257617,2.423,68.31
DTXSID8047424,90-42-6,"1,1'-Bi(cyclohexyl)-2-one",3.5050229825507855,Moderate Concern,2.191096246559724,3.0,5.332221238651777,3.3260000000000023,17.07
DTXSID6044355,103-49-1,Dibenzylamine,3.5050106093291844,Moderate Concern,2.191096246559724,3.0,5.3322024151646445,2.9764000000000017,12.03
DTXSID9047419,21834-92-4,5-Methyl-2-phenyl-2-hexenal,3.5047365632280334,Moderate Concern,2.191096246559724,3.0,5.331785506502931,3.315000000000002,17.07
DTXSID2045072,6378-25-2,"2,4,5-Trichlorobenzenesulfonic acid",3.5046752765045617,Moderate Concern,2.2410962465597244,3.0,5.212739497295189,2.8935000000000004,54.370000000000005
DTXSID5020603,142-59-6,Nabam-sodium,3.504546187041393,Moderate Concern,2.3660962465597244,3.0,4.937170514706043,-6.162799999999999,24.06
DTXSID4024931,2050-92-2,Dipentylamine,3.50448984692418,Moderate Concern,2.191096246559724,3.0,5.331410174894016,2.9564000000000012,12.03
DTXSID9044403,1885-14-9,Phenyl carbonochloridate,3.5044276206626805,Moderate Concern,2.2160962465597245,3.0,5.271172414259182,2.4242,26.3
DTXSID6023109,596-51-0,Glycopyrrolate bromide,3.5041786551259166,Moderate Concern,2.291096246559724,3.0,5.098256144684361,-0.5396999999999981,46.53
DTXSID4057685,21440-97-1,Brofoxine,3.504131937976021,Moderate Concern,2.2160962465597245,3.0,5.270727664191552,3.2463000000000015,38.33
DTXSID2021608,589-38-8,3-Hexanone,3.5039211796078424,Moderate Concern,2.2160962465597245,3.0,5.27041065273728,1.7656,17.07
DTXSID80576137,148716-83-0,"1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoro-2-iodoethoxy)ethane-1-sulfonamide",3.5036028709831726,Moderate Concern,0.9314409486912445,7.0,5.373552628945567,2.0977,69.39
DTXSID6026872,111-36-4,Butyl isocyanate,3.5035144707064156,Moderate Concern,2.2410962465597244,3.0,5.211012952678273,1.1223,29.43
DTXSID2025185,142-84-7,Dipropylamine,3.503381961003054,Moderate Concern,2.2160962465597245,3.0,5.269599588979519,1.396,12.03
DTXSID2046545,886-38-4,Diphenylcyclopropenone,3.503210729381369,Moderate Concern,2.191096246559724,3.0,5.329464242509987,3.256400000000002,17.07
DTXSID8033803,770-05-8,2-Amino-1-(4-hydroxyphenyl)ethanol hydrochloride,3.503194353936228,Moderate Concern,2.291096246559724,3.0,5.096824077406281,0.8061,66.48
DTXSID4044587,148-87-8,3-[Ethyl(phenyl)amino]propanenitrile,3.5031585879765954,Moderate Concern,2.2160962465597245,3.0,5.269263603231599,2.4265800000000004,27.03
DTXSID2024822,75-77-4,Chlorotrimethylsilane,3.502850165462765,Moderate Concern,2.191096246559724,3.0,5.328915713557611,2.0601,0.0
DTXSID5044780,1124-05-6,"1,4-Dichloro-2,5-dimethylbenzene",3.5027854980858706,Moderate Concern,2.166096246559724,3.0,5.390319880213275,3.610240000000002,0.0
DTXSID9022736,22232-54-8,Carbimazole,3.5027740276099726,Moderate Concern,2.2410962465597244,3.0,5.209911641809274,1.56069,36.16
DTXSID2030695,481-72-1,Aloe-emodin,3.5027656880544833,Moderate Concern,2.316096246559724,3.0,5.041191895281281,1.3654999999999993,94.83
DTXSID7048829,31188-99-5,4'-Piperidinylcarbonylmethoxyacetophenone,3.5026656394451536,Moderate Concern,2.2410962465597244,3.0,5.209750428794311,2.2805,46.61000000000001
DTXSID2044393,95-45-4,Dimethylglyoxime,3.502392589423318,Moderate Concern,2.291096246559724,3.0,5.095657584125879,0.6866,65.18
DTXSID20382355,885275-56-9,"1H,1H,2H,2H-Perfluorotetradecyltriethoxysilane",3.5022595166111308,Moderate Concern,1.1124771697568725,5.0,6.2963260942721835,9.975499999999995,27.69
DTXSID1052539,78-77-3,1-Bromo-2-methylpropane,3.502256496321059,Moderate Concern,2.191096246559724,3.0,5.3280125596490935,2.0373,0.0
DTXSID3024316,34014-18-1,Tebuthiuron,3.5022439391933533,Moderate Concern,2.2660962465597243,3.0,5.151655178680499,1.6111999999999997,58.120000000000005
DTXSID20895632,1621953-16-9,"Trichloro[5,5,6,6,7,7,8,8,9,9,10,10,10-tridecafluoro-2-(tridecafluorohexyl)decyl]silane",3.502200179369128,Moderate Concern,1.0838512971913075,5.0,6.462510472506202,11.515699999999994,0.0
DTXSID0021543,111-85-3,1-Chlorooctane,3.5021538132060206,Moderate Concern,2.166096246559724,3.0,5.389347801401213,3.5857000000000028,0.0
DTXSID0049284,36727-29-4,"3,5,5-Trimethylhexanoyl chloride",3.5021119207068097,Moderate Concern,2.191096246559724,3.0,5.32779261553896,3.2142000000000017,17.07
DTXSID4040719,97-36-9,"N-(2,4-Dimethylphenyl)-3-oxobutanamide",3.5018938127277446,Moderate Concern,2.2410962465597244,3.0,5.20860243895289,2.2210400000000003,46.17
DTXSID3020835,6294-89-9,Methyl carbazate,3.501719071581429,Moderate Concern,2.316096246559724,3.0,5.039685601412004,-0.7839,64.35
DTXSID0025492,112-52-7,1-Chlorododecane,3.5014364287452664,Moderate Concern,2.1410962465597243,3.0,5.451158387315708,5.146100000000005,0.0
DTXSID9027449,1975-78-6,Decanenitrile,3.5013563012764566,Moderate Concern,2.191096246559724,3.0,5.3266430852805495,3.650680000000003,23.79
DTXSID2025183,102-07-8,Diphenylurea,3.5012440655746664,Moderate Concern,2.2160962465597245,3.0,5.266383881130328,3.3306000000000013,41.13
